34206	12.670407	0.265380	3
70097	7.017565	0.528434	1
41785	10.446383	0.292710	3
73555	13.237453	1.247857	1
19252	0.000000	0.899424	2
34217	6.182742	0.669039	3
22306	11.462167	0.420101	3
43573	3.203470	1.182058	1
25876	8.462685	0.279879	3
49218	4.798692	0.270445	1
39621	3.262561	0.887595	1
1168	4.626267	0.321383	2
12768	3.680828	1.238684	2
64112	8.683052	0.264382	1
50045	3.058644	0.595650	1
19879	1.764119	1.133593	2
56939	8.613374	0.131647	1
29731	5.918817	0.829227	3
49585	0.066947	0.838155	1
20141	9.825987	1.120260	3
15939	5.813792	1.116644	3
11420	2.808176	1.388456	2
56362	5.898063	1.627572	1
65237	10.025682	0.733070	1
66851	8.190772	0.008804	1
28676	4.344687	0.230727	1
49195	9.165298	0.951699	3
24341	13.301880	0.613167	3
40471	10.555582	0.514864	3
9763	2.220283	1.697200	2
6750	0.738387	1.335468	2
70147	9.778104	1.068823	1
17176	0.000000	0.697936	2
42037	13.754034	1.405381	3
71705	12.329870	0.135391	1
9172	1.563662	0.233659	2
42359	10.199979	0.793667	3
1747	2.054585	1.312628	2
8480	8.740224	0.971590	2
19112	0.205798	1.289495	2
42115	2.344838	0.969504	1
23442	11.536932	1.496812	3
12282	0.000000	1.207285	2
43482	10.370158	0.868954	3
42036	10.771759	1.628040	3
7576	0.000000	1.429098	2
52322	10.878671	1.451804	3
76016	10.676467	0.210220	1
46981	5.360661	0.631086	3
12660	5.624664	1.579348	2
57863	4.482098	0.669098	1
39799	11.742769	0.881987	3
31243	10.377437	0.438951	3
37352	10.511699	1.064804	3
3529	0.000000	0.935121	2
73289	7.476471	0.556614	1
39960	10.259810	1.619532	3
35964	7.961266	1.417245	3
18173	3.613087	0.463243	2
11384	1.576182	0.827747	2
22488	0.141427	1.337659	1
69528	7.645855	0.548930	1
27973	11.778310	0.400015	3
68290	11.569444	0.869372	1
14442	5.588006	0.202268	2
16711	7.623693	1.313489	3
5273	6.336555	1.692322	2
4197	3.946524	1.653764	2
10074	4.994688	0.778964	2
0	1.144385	0.362448	2
74536	16.683209	0.723124	1
10007	3.154498	0.520861	2
24192	11.534562	1.598375	3
22712	2.713534	1.236225	1
10559	7.080331	0.336674	2
69929	8.339421	0.783614	1
15893	4.919973	0.222756	2
8778	2.057634	0.532588	2
11759	6.923036	0.890238	3
9028	2.311958	1.108814	2
43379	12.597176	1.109985	3
33771	3.742130	1.215835	1
2594	6.678692	0.905463	2
35078	14.282952	0.467704	3
6143	6.026147	0.641355	2
3244	5.431672	1.563277	2
8170	2.660780	0.737795	2
11993	0.598392	1.414876	2
23441	8.183642	0.040754	3
67413	1.986502	1.232146	1
7310	0.000000	1.109379	2
50570	1.893930	0.920987	1
59431	2.860100	0.784928	1
10996	0.000000	0.036896	2
49522	1.516788	0.846329	1
0	2.362092	0.407511	2
78336	7.485925	0.442884	1
12973	3.760080	1.248363	2
5259	3.600432	1.229831	2
46287	11.588027	0.406651	3
32708	2.840372	1.126335	1
27430	6.551027	1.518863	1
51284	2.302175	1.224289	1
15343	11.109137	0.948373	3
9939	6.532715	0.985633	2
260	0.811250	1.478056	2
39475	10.266212	1.263374	3
70370	11.632143	0.289098	1
21101	13.387076	1.157284	3
11554	9.515759	0.019193	3
43670	11.487774	0.309132	3
24843	8.216388	0.273167	3
14253	0.000000	1.111327	2
10599	1.977390	0.501295	2
45778	4.555499	0.190886	1
32080	9.874701	1.699147	3
44773	11.513085	0.612405	3
27420	10.925013	0.290384	3
39345	10.375407	1.569917	3
34222	1.606062	0.397311	1
49210	12.163887	0.224326	3
12098	2.880894	0.363503	2
8943	2.516761	0.711440	2
62103	6.478930	0.677287	1
39983	7.530433	0.360454	3
9033	1.925363	0.856635	2
74012	9.446029	0.401932	1
14914	3.986241	0.040336	2
10764	4.735323	0.543860	2
65661	12.074420	0.369283	1
44109	3.772199	0.973263	1
72813	8.379811	1.277742	1
6984	2.989664	0.933637	2
2821	1.285824	0.551522	2
16898	2.116322	0.975182	2
15438	7.223788	0.723460	2
28650	8.067611	1.450979	3
10178	8.629829	1.189864	2
2846	3.562057	1.620359	2
13962	2.369634	1.277959	2
9629	10.989126	1.482682	3
75072	14.393610	1.105672	1
28732	11.900364	0.458013	3
66086	12.452231	0.684786	1
42456	11.184948	1.540091	3
29835	5.573000	0.068389	1
37537	13.309505	0.614816	3
9949	5.182593	0.225878	2
8546	8.621428	1.088060	2
8456	0.000000	1.451403	2
11905	6.805552	1.502902	2
47679	10.694955	0.014260	3
5521	5.017422	0.982136	2
43607	13.147291	0.570596	3
19080	9.719552	1.561519	2
6715	8.193465	0.475624	2
12337	0.300232	1.067458	2
3377	5.036173	0.230514	2
34091	9.528421	0.536180	3
13944	6.785372	1.431102	3
27693	10.507807	0.995700	3
17632	3.872226	0.745649	2
57911	4.659104	0.197185	1
9853	1.788170	1.085750	2
58393	5.896337	0.906488	1
71996	10.747594	1.085755	1
1718	5.443906	0.044478	2
15734	1.326194	0.054432	2
3817	0.000000	0.351397	2
80268	10.634508	0.138375	1
8462	4.411473	0.478468	2
75885	12.214504	0.445348	1
49704	9.019090	1.193389	3
22211	8.800080	0.696341	3
18808	3.523366	1.588703	2
41319	10.110124	1.018729	3
17162	8.026176	1.517550	3
64407	5.170220	1.574518	1
75850	8.785483	1.454768	1
3364	1.986025	0.005913	2
44364	9.655655	1.509032	3
51915	4.601792	0.462033	1
33946	5.374509	0.190403	3
42198	13.246463	0.732678	3
6927	0.000000	0.006974	2
36282	1.888716	0.989422	1
36472	10.993989	1.017259	3
3164	1.912566	0.818299	2
28989	11.541913	1.122642	3
19270	15.330531	1.127027	3
72429	13.168998	0.555762	1
8527	3.507451	1.002161	2
14887	5.228422	0.493093	2
44742	0.614356	0.181990	1
42741	11.016809	0.062501	3
52658	7.787315	0.888519	3
11812	1.517965	0.134045	2
6081	1.383096	0.643953	2
47656	9.115373	1.613649	3
67637	13.339606	0.017703	1
9316	4.910209	1.277009	2
36272	12.530980	1.669834	3
6173	4.399634	1.661831	2
19148	0.000000	1.283883	2
31762	12.096743	1.451741	3
3700	2.975344	1.656075	2
11085	3.384759	1.528063	2
36255	7.534325	0.428806	3
69026	9.590060	1.596630	1
37322	13.774203	1.573429	3
24016	3.445249	0.253640	1
44950	1.834930	1.149496	1
65255	14.819639	0.610943	1
40691	12.137915	0.207461	3
38266	10.641948	1.045537	3
16457	0.487598	1.447778	2
48819	7.645638	0.899695	3
54704	1.208918	0.753933	1
28568	3.270663	0.965077	1
69528	2.386921	0.845533	1
39305	8.469440	0.446293	3
76876	9.106782	0.766352	1
47637	4.152702	1.322356	1
